20240401	14:20:37	4eea3eec-9e52-48d9-8354-99174ea85daf	/new-page	GET
20240401	14:20:37	8f439559-f801-42ca-8b30-439567d6d63e	/css/style.css	GET
20240401	14:20:37	1e284029-9edd-44a9-b60c-ac80b8a4863d	/img/img1.jpg	GET
20240401	14:20:37	406668aa-381e-4391-ae95-e60195434fbe	/favicon.ico	GET
20240401	14:22:13	0a369c0f-948b-4b15-b705-c494a7f1784f	/new-page	GET
20240401	14:22:34	2aa12a4b-299f-421e-a619-acdd8d15df9c	/new-page	GET
20240401	14:23:01	495ee0a8-e010-4be9-adc6-349d446f29e2	/new-page	GET
20240401	14:23:18	1b102765-fe20-401f-bba3-9df600acb16b	/new-page	GET
20240401	14:23:18	6ff6a9d0-7eab-47bd-b877-9f074a7bee92	/css/style.css	GET
20240401	14:23:18	e9a6e5a9-f854-489b-820d-4090aa7c0f0d	/img/img1.jpg	GET
20240401	14:23:25	95576199-e2a1-42f4-89f4-cc7005085b41	/	GET
20240401	14:23:25	322b7ada-3b48-42ca-ac0b-62f577e10ee1	/css/style.css	GET
20240506	09:50:30	02de0733-0e46-440c-a47b-8474603827f8	POST	undefined	/states/mo/funfacts
20240506	09:50:49	61bf278b-30a6-4f6c-b419-21ba760527a1	POST	undefined	/states/mo
20240506	09:52:24	f422e1d1-7037-497b-befa-ed0b6ae4536e	POST	undefined	/states/mo
20240506	09:52:29	7016aa38-b6be-47aa-9472-f63d05821ce0	POST	undefined	/states/mo
20240506	09:52:33	e1efffd3-8fcf-4b52-af4c-c8f627958ee8	POST	undefined	/states/mo
20240506	09:56:30	9e2f1cc7-59d0-4098-908c-d6a92724cf35	POST	undefined	/states
20240506	09:56:36	19590788-2dbe-4718-b4b7-6265de308441	GET	undefined	/states
20240506	09:56:51	b1969dae-7336-4b99-ba23-068a045d5664	POST	undefined	/states
20240506	09:57:27	62c02617-f1b1-4979-8e62-e7cb2cdf3085	GET	undefined	/states
20240506	09:59:17	a4e2d528-4da3-43b9-9c43-5e20bf4d64ce	GET	undefined	/states/?contig=true
20240506	09:59:21	27ad3162-77ba-4b9b-b83f-89770f621c8b	GET	undefined	/states/?contig=false
20240506	10:00:29	210dcb5f-bd0e-4332-ba08-b06e3a9c8a7c	POST	undefined	/states/
20240506	10:00:39	35dd4464-3e8c-4476-9a8d-7251278d32c9	POST	undefined	/states
20240506	10:00:48	f46ce588-3be2-4ed6-a70f-167682c63802	POST	undefined	/states/mo/funfact
20240506	10:00:59	3630a3bb-9125-4c0c-89af-5754c110e4ee	GET	undefined	/states/mo/funfact
20240506	10:01:00	8fc06c9c-cd2e-4ad1-ba69-2525e586fa3e	GET	undefined	/states/mo/funfact
20240506	10:01:01	7e82e88e-5f29-455c-b1bd-26027ef2cac0	GET	undefined	/states/mo/funfact
20240506	10:01:03	6cac582a-ab2b-4882-8fe6-141929069fb6	GET	undefined	/states/mo/funfact
20240506	10:01:04	7921e149-d71b-44e6-b197-3bb581663afc	GET	undefined	/states/mo/funfact
20240506	10:01:05	a5d09a79-43ae-445f-9012-a2fc5e79fc08	GET	undefined	/states/mo/funfact
20240506	10:01:06	c1a7bcf2-5733-4c62-981e-788e41a939ae	GET	undefined	/states/mo/funfact
20240506	10:01:22	5edf1243-e78f-4cd1-8665-8d060175f890	GET	undefined	/states/mo/funfact
20240506	10:01:23	c1df4efd-aabf-40f2-b094-3b57afc9b1bc	GET	undefined	/states/mo/funfact
20240506	10:01:24	4cfc0a55-0304-4f05-9edd-32408eab01c6	GET	undefined	/states/mo/funfact
20240506	10:01:25	748453b6-685c-46bf-8baa-231a85162105	GET	undefined	/states/mo/funfact
20240506	10:01:26	2df48bc8-1995-4757-b072-89ab6b1c729c	GET	undefined	/states/mo/funfact
20240506	10:01:26	330dd0c8-6486-4560-9cd6-e698e7a7adc3	GET	undefined	/states/mo/funfact
20240506	10:01:27	8d9a1bb8-c8dc-42dd-9d15-58a3f5df1517	GET	undefined	/states/mo/funfact
20240506	10:01:28	305b2c6b-bc4c-4e15-83a0-7bce5d7a608c	GET	undefined	/states/mo/funfact
20240506	10:02:58	de07ad73-5d14-4e77-adf5-c730802ba9ed	GET	undefined	/states/mo
20240506	10:03:27	c5cffa18-901c-4a80-a6ce-8be35e0713be	GET	undefined	/states/mo/capital
20240506	10:03:31	6b6b8ea3-ca8e-4783-ad45-d9f2713e909a	GET	undefined	/states/mo/addmission
20240506	10:03:38	f3286fb0-ac5f-4a90-a3b5-7bb4b0fdcfce	GET	undefined	/states/mo/admission
20240506	10:03:43	82fe60c3-120a-4371-8d15-97070ef29d49	GET	undefined	/states/mo/population
20240506	10:03:48	797be827-d8f1-4474-a2c0-207c6165c5f3	GET	undefined	/states/mo/nickname
20240506	10:04:35	87443390-db19-4ea2-843d-2a63c267cb0a	GET	undefined	/states/mo/
20240506	10:04:41	cc8694db-165a-417b-b7b6-eb3491d6bc5c	GET	undefined	/states/mo/funfact
20240506	10:04:44	f852645d-d0e9-440d-aea1-80ea2fb1f246	GET	undefined	/states/ks/funfact
20240506	10:04:47	9fcb66a9-483c-499f-a913-369663ac2412	GET	undefined	/states/ks/funfact
20240506	10:04:48	80470135-5d91-46fb-9205-f80cdc9c71a4	GET	undefined	/states/ks/funfact
20240506	10:07:34	9912e097-fd7a-42a0-a547-e9cb2e6eff7a	GET	undefined	/states/ks/funfact
20240506	10:07:34	f127127d-6a34-4ed6-9432-3cf975a6f82e	GET	undefined	/states/ks/funfact
20240506	10:07:35	e4dd5f73-1faf-40bf-a9b9-9d2ad1551012	GET	undefined	/states/ks/funfact
20240506	10:07:46	0c4e158e-1e58-40c7-a5d8-60b10c2a49cc	GET	undefined	/states/ks/funfact
20240506	10:07:47	76e84c3e-d9ec-4bac-8b46-5fed1c754fa9	GET	undefined	/states/ks/funfact
20240506	10:07:51	817c0f54-0f30-423d-813c-e04cf108bbcf	GET	undefined	/states/mo/funfact
20240506	10:07:53	41cf3216-47b4-43d3-858e-8de3cabca1a4	GET	undefined	/states/mo/funfact
20240506	10:07:56	6ebb2e47-70ff-4e9b-b124-1c464f296809	GET	undefined	/states/mo/funfact
20240506	10:07:59	c3d9ddd4-ec51-4a93-9acd-60f130f13c1a	GET	undefined	/states/mo/funfacts
20240506	10:08:01	7da8b826-7847-4e6f-a208-4755cd51b414	GET	undefined	/states/mo/funfact
20240506	10:08:04	9de8a060-7ce2-4d07-9c0b-3f6e474a1ad1	GET	undefined	/states/mo/funfact
20240506	10:08:06	ba70e1ed-85a4-4641-a453-50f2a90ff6d5	GET	undefined	/states/mo/funfact
20240506	10:10:00	842fc44b-d88f-455d-b62a-b2d3b684f6f8	POST	undefined	/states/ks/funfact
20240506	10:10:30	84009167-8df5-4e44-9afa-028b221c28a8	GET	undefined	/states/ks/funfact
20240506	10:10:32	24d8e18f-21f6-4400-920d-577f76132c50	GET	undefined	/states/ks/funfact
20240506	10:10:32	cfa135eb-656a-414a-b9e9-6f3e15f61fe1	GET	undefined	/states/ks/funfact
20240506	10:10:33	e1ce27a5-5c66-4d62-8360-221b266e15b6	GET	undefined	/states/ks/funfact
20240506	10:10:33	4b4093d7-3c34-4d39-a768-06975a2300ea	GET	undefined	/states/ks/funfact
20240506	10:10:34	534cc01f-cfdc-4328-a486-98a13ab01cb0	GET	undefined	/states/ks/funfact
20240506	10:12:23	3df70004-9bb4-4c57-b934-8830e1de6771	POST	undefined	/states/ok/funfact
20240506	10:12:33	4a5756e1-a374-4182-839c-6e0fe095c96b	GET	undefined	/states/ok/funfact
20240506	10:12:34	b053625b-9cb6-4132-8238-da9443913d53	GET	undefined	/states/ok/funfact
20240506	10:12:35	11dd4f56-cf43-45ba-8021-5593b1716f53	GET	undefined	/states/ok/funfact
20240506	10:12:36	81ce2d28-7d15-46b6-bae4-3672426d95d5	GET	undefined	/states/ok/funfact
20240506	10:12:37	c6549375-baa4-4c27-b0cd-1b97581fbed7	GET	undefined	/states/ok/funfact
20240506	10:12:38	3c04afb2-0691-4c11-bc6f-88a9f98ab5c8	GET	undefined	/states/ok/funfact
20240506	10:12:39	794d1cfd-90d9-41c3-b8aa-eaa7dce78e85	GET	undefined	/states/ok/funfact
20240506	10:12:40	c6c53f4f-1497-472d-98c9-47ccdf03323b	GET	undefined	/states/ok/funfact
20240506	10:12:40	190e3b0c-896f-4c7f-ae6f-a6f77c0dedd3	GET	undefined	/states/ok/funfact
20240506	10:12:59	07a3867f-cc5a-48f8-b7f5-aec4be08efc1	GET	undefined	/states/ne/funfact
20240506	10:13:00	4ff4a1be-423d-45b2-9f89-4100c31e1dad	GET	undefined	/states/ne/funfact
20240506	10:13:02	8b31084f-21e1-4fb3-ac03-e7dd5bd098f4	GET	undefined	/states/ne/funfact
20240506	10:13:03	c97393a8-dc1c-4255-bc2d-343d2ef5f0ab	GET	undefined	/states/ne/funfact
20240506	10:13:04	133118cd-c974-4d84-acac-3b045e76eae9	GET	undefined	/states/ne/funfact
20240506	10:13:16	edbe6e05-3093-4896-a69b-377c80a6b177	GET	undefined	/states/co/funfact
20240506	10:13:17	4dcb4e92-88dc-4484-ac81-d0dea6d7fc5d	GET	undefined	/states/co/funfact
20240506	10:13:18	80b1e59c-3015-4874-a691-7008a022b5a1	GET	undefined	/states/co/funfact
20240506	10:13:19	8442bbbf-bbef-435b-8e89-6ec6eeba6872	GET	undefined	/states/co/funfact
20240506	10:13:20	f86050d6-2071-46d7-9442-393299021541	GET	undefined	/states/co/funfact
20240506	10:13:21	53bb0ce8-26b4-4f9e-b52a-c801c54f7cc9	GET	undefined	/states/co/funfact
20240506	10:13:22	30eb8bcf-97e2-4f05-8200-0fc4a3ffa2ce	GET	undefined	/states/co/funfact
20240506	10:13:43	da7c7e88-f9ce-419d-82f1-21a7793d802e	GET	undefined	/states/nh/funfact
20240506	10:14:23	119f5b5a-7f5e-412d-b3d9-522d6183a5fd	GET	undefined	/states/nh/funfact
20240506	10:14:24	fe2cc442-7293-4c54-831c-97bc49c61539	GET	undefined	/states/nh/funfact
20240506	10:16:29	fbd14d7f-e50b-4090-a29f-81b1a445c687	GET	undefined	/states/nh/funfact
20240506	10:17:43	1cfede91-b40b-4b12-9a70-11954638365b	GET	undefined	/states/nh/funfact
20240506	10:17:44	5abff3aa-426f-46b2-b7d8-b81f222998b9	GET	undefined	/states/nh/funfact
20240506	10:19:15	51d7240e-32aa-41ce-aed4-796c4ec53783	GET	undefined	/states/nh/funfact
20240506	10:20:13	1fd0d1ce-9965-4239-aae7-e9fd3add2277	GET	undefined	/states/nh/funfact
20240506	10:20:14	de076f9e-1851-47f9-b36e-70c438b72b53	GET	undefined	/states/nh/funfact
20240506	10:23:14	20a14115-03ed-4d67-b7de-0a72dafc2a58	GET	undefined	/states/nh/funfact
20240506	10:23:29	8d4a2dcb-0dd8-4fa1-b167-4d39cff5afb5	GET	undefined	/states/nh/funfact
20240506	10:23:36	fe3f328a-3e52-4b57-abca-cfc884081836	GET	undefined	/states/mm/funfact
20240506	10:23:41	4a443b7e-d0d1-4299-938c-f078cc43fc9a	GET	undefined	/states/mo/funfact
20240506	10:23:51	baf44304-ec65-468d-93fa-72d78abdbc4a	GET	undefined	/states/ri/funfact
20240506	10:23:58	cf6df778-ef4e-4a7f-b3ca-470562d2f12c	GET	undefined	/states/ak/funfact
20240506	10:42:58	18f95807-3c1c-406f-b1ae-c5135dbec9d7	GET	undefined	/states/ak/funfact
20240506	10:43:07	cee8678e-e230-4d2e-aecb-0c52c40f76d8	GET	undefined	/states/ri/funfact
